id,duration,protocol_type,service,flag,src_bytes,classN,classA
50971,0,tcp,http,SF,242,1,1
50973,0,tcp,http,SF,232,1,1
50974,0,tcp,http,SF,278,1,1
50975,0,tcp,http,SF,417,1,1
50978,0,tcp,ftp_data,SF,1830,1,1
50979,0,tcp,http,SF,276,1,1
50985,0,tcp,http,SF,199,1,1
50987,0,tcp,http,SF,153,1,1
50989,0,tcp,http,SF,242,1,1
50990,0,tcp,http,SF,220,1,1
50991,0,tcp,ftp_data,SF,252,1,1
50993,0,tcp,http,SF,222,1,1
50994,0,tcp,http,SF,314,1,1
50995,0,udp,domain_u,SF,46,1,1
50996,0,udp,domain_u,SF,42,1,1
50998,0,udp,domain_u,SF,44,1,1
51002,0,tcp,http,SF,233,1,1
51003,0,tcp,http,SF,203,1,1
51004,0,tcp,http,SF,253,1,1
51007,0,tcp,http,SF,241,1,1
51009,0,tcp,smtp,SF,2069,1,1
51010,0,tcp,smtp,SF,1277,1,1
51014,0,udp,domain_u,SF,45,1,1
51016,0,tcp,http,SF,247,1,1
51017,0,tcp,smtp,SF,1085,1,1
51019,0,tcp,http,SF,325,1,1
51020,0,tcp,ftp_data,SF,1030,1,1
51025,0,tcp,http,SF,235,1,1
51026,0,tcp,http,SF,310,1,1
51027,0,tcp,http,SF,199,1,1
51028,0,tcp,http,SF,321,1,1
51029,0,tcp,ftp,RSTO,0,1,1
51031,0,tcp,http,SF,214,1,1
51032,0,tcp,http,SF,183,1,1
51033,0,tcp,http,SF,190,1,1
51035,0,tcp,smtp,SF,1715,1,1
51036,0,tcp,http,SF,201,1,1
51037,1,tcp,smtp,SF,3130,1,1
51038,0,tcp,http,SF,210,1,1
51040,1,tcp,smtp,SF,973,1,1
51041,0,udp,private,SF,105,1,1
51045,0,tcp,http,SF,232,1,1
51047,0,tcp,http,SF,206,1,1
51048,0,udp,domain_u,SF,45,1,1
51052,0,tcp,ftp_data,SF,151,1,1
51053,0,udp,domain_u,SF,44,1,1
51054,0,tcp,smtp,SF,621,1,1
51055,0,tcp,ftp_data,SF,3690,1,1
51056,0,tcp,http,SF,211,1,1
51057,0,tcp,ftp_data,SF,383,1,1
51060,0,tcp,http,REJ,0,1,1
51061,0,tcp,http,SF,280,1,1
51063,0,tcp,http,SF,295,1,1
51064,0,udp,domain_u,SF,42,1,1
51067,0,tcp,http,SF,231,1,1
51068,0,udp,domain_u,SF,45,1,1
51069,0,tcp,http,SF,198,1,1
51070,0,tcp,http,SF,223,1,1
51071,0,tcp,http,S2,233,1,1
51072,0,tcp,http,SF,183,1,1
51073,1,tcp,smtp,SF,1275,1,1
51074,0,tcp,http,SF,201,1,1
51075,0,tcp,http,SF,231,1,1
51079,0,tcp,ftp_data,SF,40494,1,1
51080,0,tcp,http,SF,215,1,1
51084,0,tcp,http,SF,293,1,1
51087,4124,udp,other,SF,147,1,1
51094,0,tcp,http,SF,369,1,1
51096,0,tcp,http,SF,208,1,1
51097,6449,tcp,IRC,RSTR,790,1,1
51099,0,tcp,http,SF,216,1,1
51100,0,tcp,pop_3,SF,35,1,1
51104,0,tcp,ftp_data,SF,8737,1,1
51105,0,tcp,http,SF,184,1,1
51108,0,tcp,ftp_data,SF,4539,1,1
51109,0,udp,domain_u,SF,42,1,1
51110,0,tcp,http,SF,231,1,1
51111,0,tcp,http,SF,223,1,1
51112,1,tcp,smtp,SF,1092,1,1
51113,0,tcp,http,SF,221,1,1
51114,0,tcp,http,SF,304,1,1
51120,0,tcp,ftp_data,SF,12,1,1
51121,0,udp,domain_u,SF,46,1,1
51122,0,tcp,http,SF,239,1,1
51125,3995,udp,other,SF,145,1,1
51126,0,tcp,http,SF,338,1,1
51127,0,tcp,http,SF,301,1,1
51128,0,tcp,http,SF,301,1,1
51130,0,udp,domain_u,SF,37,1,1
51132,0,tcp,http,SF,207,1,1
51133,0,tcp,http,SF,335,1,1
51134,0,udp,domain_u,SF,44,1,1
51137,0,tcp,http,REJ,0,1,1
51139,0,tcp,http,SF,153,1,1
51140,0,tcp,http,SF,150,1,1
51141,1,tcp,smtp,SF,984,1,1
51143,0,udp,domain_u,SF,44,1,1
51145,0,tcp,ftp_data,SF,9086,1,1
51147,0,tcp,smtp,SF,1072,1,1
51149,0,tcp,http,SF,306,1,1
51150,0,tcp,http,SF,218,1,1
51152,0,tcp,ftp_data,SF,740,1,1
51153,0,tcp,http,SF,323,1,1
51154,894,udp,other,SF,146,1,1
51156,0,udp,domain_u,SF,45,1,1
51157,0,udp,domain_u,SF,45,1,1
51158,0,tcp,http,SF,222,1,1
51159,343,tcp,http,SF,258,1,1
51160,0,tcp,http,SF,280,1,1
51161,0,tcp,http,SF,228,1,1
51162,0,tcp,smtp,SF,991,1,1
51165,0,udp,private,SF,105,1,1
51167,0,udp,domain_u,SF,132,1,1
51168,0,tcp,smtp,SF,1203,1,1
51170,0,udp,domain_u,SF,33,1,1
51172,0,tcp,http,SF,208,1,1
51174,0,tcp,http,SF,310,1,1
51175,29505,udp,other,SF,147,1,1
51176,0,tcp,http,SF,300,1,1
51177,0,tcp,http,SF,162,1,1
51179,0,udp,domain_u,SF,43,1,1
51180,0,tcp,smtp,SF,1682,1,1
51181,0,tcp,http,SF,223,1,1
51182,0,tcp,http,SF,236,1,1
51183,0,tcp,http,SF,373,1,1
51184,0,tcp,http,SF,165,1,1
51186,0,tcp,smtp,SF,1684,1,1
51188,0,tcp,http,SF,218,1,1
51189,0,udp,domain_u,SF,43,1,1
51190,0,tcp,http,SF,270,1,1
51191,0,tcp,http,SF,307,1,1
51193,0,tcp,http,SF,349,1,1
51194,0,udp,domain_u,SF,46,1,1
51195,0,tcp,http,SF,214,1,1
51199,0,tcp,smtp,SF,1243,1,1
51200,0,tcp,http,SF,310,1,1
51202,0,udp,domain_u,SF,42,1,1
51204,0,tcp,http,SF,288,1,1
51205,0,tcp,http,SF,193,1,1
51207,0,tcp,http,SF,222,1,1
51208,0,tcp,http,SF,196,1,1
51209,0,tcp,http,SF,255,1,1
51210,0,tcp,other,SF,10073,1,1
51212,0,tcp,ftp_data,SF,14,1,1
51213,0,tcp,http,SF,277,1,1
51214,0,udp,domain_u,SF,43,1,1
51215,0,udp,domain_u,SF,43,1,1
51216,0,tcp,ftp_data,SF,252,1,1
51217,0,udp,private,SF,105,1,1
51218,0,udp,domain_u,SF,44,1,1
51223,184,udp,other,SF,146,1,1
51224,0,tcp,http,SF,332,1,1
51225,0,tcp,http,SF,328,1,1
51227,0,tcp,ftp_data,SF,245,1,1
51228,0,tcp,http,SF,300,1,1
51229,0,tcp,finger,SF,9,1,1
51230,0,tcp,http,SF,200,1,1
51231,0,tcp,http,SF,246,1,1
51233,0,tcp,http,SF,300,1,1
51235,1,tcp,smtp,SF,250728,1,1
51236,0,tcp,http,SF,265,1,1
51239,0,tcp,ftp_data,SF,88382,1,1
51244,0,udp,domain_u,SF,46,1,1
51247,0,tcp,http,SF,319,1,1
51248,0,tcp,finger,SF,13,1,1
51249,0,tcp,http,SF,229,1,1
51250,0,udp,domain_u,SF,44,1,1
51251,0,tcp,http,SF,214,1,1
51252,0,tcp,http,SF,250,1,1
51254,0,tcp,http,SF,204,1,1
51255,0,tcp,http,SF,348,1,1
51257,0,udp,other,SF,146,1,1
51258,0,tcp,http,SF,212,1,1
51259,0,tcp,http,SF,217,1,1
51262,0,tcp,ftp_data,SF,607,1,1
51263,0,udp,domain_u,SF,30,1,1
51264,0,udp,domain_u,SF,44,1,1
51265,0,tcp,http,SF,307,1,1
51267,0,udp,domain_u,SF,42,1,1
51270,0,tcp,http,SF,226,1,1
51274,0,tcp,ftp_data,SF,501760,1,1
51275,0,tcp,http,REJ,0,1,1
51276,1298,udp,other,SF,147,1,1
51278,897,udp,other,SF,147,1,1
51284,0,tcp,http,SF,293,1,1
51286,0,tcp,http,SF,338,1,1
51288,0,udp,domain_u,SF,42,1,1
51290,3,tcp,smtp,SF,1650,1,1
51291,0,tcp,http,SF,142,1,1
51292,7,udp,private,SF,105,1,1
51293,0,udp,domain_u,SF,44,1,1
51294,0,tcp,http,SF,326,1,1
51299,0,tcp,http,SF,259,1,1
51302,0,tcp,http,SF,219,1,1
51309,21,tcp,ftp,SF,241,1,1
51310,0,udp,domain_u,SF,45,1,1
51311,0,tcp,smtp,SF,3178,1,1
51312,0,tcp,ftp_data,SF,1699,1,1
51314,0,udp,domain_u,SF,45,1,1
51315,35,tcp,ftp,SF,1216,1,1
51318,0,tcp,smtp,SF,1475,1,1
51323,0,tcp,http,SF,348,1,1
51324,0,tcp,http,SF,309,1,1
51325,0,tcp,http,SF,291,1,1
51328,0,icmp,eco_i,SF,30,1,1
51329,0,icmp,ecr_i,SF,64,1,1
51330,0,tcp,http,SF,222,1,1
51336,1,tcp,smtp,SF,3133,1,1
51341,3,tcp,smtp,SF,1267,1,1
51343,0,udp,other,SF,147,1,1
51345,0,tcp,ftp_data,SF,7196,1,1
51346,0,tcp,http,SF,222,1,1
51347,12,udp,private,SF,105,1,1
51348,0,udp,domain_u,SF,44,1,1
51349,0,tcp,http,SF,342,1,1
51350,0,tcp,http,SF,214,1,1
51357,0,tcp,http,SF,243,1,1
51359,0,tcp,http,SF,234,1,1
51360,0,tcp,ftp_data,SF,245,1,1
51361,0,tcp,ftp_data,SF,7422,1,1
51363,0,tcp,http,SF,298,1,1
51364,0,udp,domain_u,SF,44,1,1
51365,0,tcp,http,SF,249,1,1
51369,0,tcp,http,SF,253,1,1
51370,0,tcp,http,SF,263,1,1
51371,0,tcp,other,SF,6601,1,1
51374,1,tcp,http,SF,255,1,1
51376,0,tcp,http,SF,204,1,1
51378,0,tcp,http,SF,287,1,1
51379,0,tcp,http,SF,235,1,1
51381,0,tcp,ftp_data,SF,35195,1,1
51382,0,udp,domain_u,SF,42,1,1
51383,0,tcp,http,SF,198,1,1
51384,0,tcp,http,REJ,0,1,1
51386,0,udp,domain_u,SF,45,1,1
51387,0,tcp,http,SF,216,1,1
51389,0,tcp,http,SF,162,1,1
51390,0,tcp,http,SF,237,1,1
51391,0,tcp,http,SF,332,1,1
51392,0,tcp,http,S0,0,1,1
51395,3,tcp,smtp,SF,903,1,1
51397,0,tcp,http,SF,178,1,1
51398,5,tcp,smtp,SF,1414,1,1
51403,0,tcp,http,SF,228,1,1
51407,0,tcp,http,SF,203,1,1
51408,0,udp,domain_u,SF,43,1,1
51411,31,tcp,ftp,SF,234,1,1
51412,0,tcp,http,SF,496,1,1
51413,0,udp,domain_u,SF,43,1,1
51416,0,udp,domain_u,SF,46,1,1
51417,0,tcp,http,SF,320,1,1
51419,0,tcp,http,SF,304,1,1
51420,0,tcp,http,SF,196,1,1
51422,0,tcp,http,SF,443,1,1
51423,0,tcp,ftp_data,SF,6601,1,1
51424,0,tcp,http,SF,217,1,1
51427,0,tcp,http,SF,180,1,1
51428,232,tcp,telnet,SF,153,1,1
51431,0,tcp,ftp_data,SF,383,1,1
51433,0,tcp,ftp_data,SF,1470,1,1
51434,0,tcp,http,SF,259,1,1
51435,1,tcp,smtp,SF,926,1,1
51439,0,udp,domain_u,SF,42,1,1
51440,0,udp,domain_u,SF,41,1,1
51443,0,tcp,http,SF,248,1,1
51444,0,tcp,http,SF,315,1,1
51445,0,udp,domain_u,SF,46,1,1
51447,0,tcp,http,SF,293,1,1
51448,0,tcp,http,SF,190,1,1
51449,4,tcp,telnet,SF,106,1,1
51450,0,tcp,ftp_data,SF,637,1,1
51451,0,tcp,http,SF,227,1,1
51453,2,tcp,smtp,S3,1613,1,1
51454,0,tcp,http,SF,293,1,1
51455,0,tcp,smtp,SF,977,1,1
51458,0,tcp,http,SF,198,1,1
51460,0,tcp,http,SF,163,1,1
51461,0,tcp,http,SF,206,1,1
51462,0,udp,domain_u,SF,44,1,1
51464,0,tcp,http,SF,231,1,1
51466,0,tcp,ftp_data,SF,19,1,1
51469,0,tcp,http,SF,302,1,1
51471,0,tcp,http,SF,234,1,1
51472,0,icmp,eco_i,SF,30,1,1
51474,0,tcp,ftp_data,SF,641,1,1
51475,0,tcp,http,SF,199,1,1
51477,0,tcp,http,SF,276,1,1
51478,0,tcp,http,SF,249,1,1
51480,1,tcp,smtp,SF,967,1,1
51481,0,udp,private,SF,105,1,1
51482,0,tcp,http,SF,243,1,1
51483,0,tcp,ftp_data,SF,10073,1,1
51485,0,tcp,ftp_data,SF,95,1,1
51492,0,tcp,http,REJ,0,1,1
51495,0,tcp,http,SF,188,1,1
51497,0,udp,domain_u,SF,44,1,1
51498,0,tcp,http,SF,338,1,1
51499,0,tcp,http,SF,300,1,1
51500,0,tcp,http,SF,269,1,1
51502,0,tcp,http,SF,240,1,1
51503,0,tcp,http,SF,208,1,1
51504,0,tcp,ftp_data,SF,22,1,1
51507,0,tcp,http,SF,236,1,1
51516,0,tcp,http,SF,186,1,1
51518,0,tcp,http,REJ,0,1,1
51519,0,tcp,http,SF,205,1,1
51523,0,tcp,http,SF,327,1,1
51524,0,tcp,http,SF,297,1,1
51525,0,udp,domain_u,SF,42,1,1
51530,0,tcp,http,SF,217,1,1
51531,0,tcp,http,SF,297,1,1
51534,0,tcp,ftp_data,SF,748,1,1
51536,0,icmp,urp_i,SF,183,1,1
51544,0,tcp,http,SF,261,1,1
51545,0,icmp,ecr_i,SF,64,1,1
51546,0,tcp,http,SF,214,1,1
51548,0,tcp,http,SF,251,1,1
51549,0,udp,private,SF,105,1,1
51553,0,tcp,http,S2,240,1,1
51555,0,tcp,http,REJ,0,1,1
51557,2,tcp,smtp,SF,655,1,1
51558,0,tcp,http,SF,211,1,1
51562,0,tcp,http,SF,255,1,1
51567,0,udp,ntp_u,SF,48,1,1
51568,0,tcp,http,SF,223,1,1
51571,0,tcp,http,SF,185,1,1
51573,0,udp,domain_u,SF,17,1,1
51576,0,tcp,http,SF,306,1,1
51578,0,tcp,smtp,SF,681,1,1
51580,0,udp,domain_u,SF,42,1,1
51581,0,icmp,eco_i,SF,30,1,1
51582,0,tcp,http,SF,318,1,1
51583,1,tcp,smtp,SF,12399,1,1
51584,0,udp,domain_u,SF,43,1,1
51586,0,tcp,http,SF,342,1,1
51587,0,tcp,http,SF,204,1,1
51588,0,tcp,http,SF,214,1,1
51589,0,tcp,smtp,SF,762,1,1
51591,1394,udp,other,SF,146,1,1
51592,0,tcp,http,SF,282,1,1
51593,0,tcp,other,SF,5319,1,1
51594,0,tcp,http,SF,179,1,1
51595,0,udp,domain_u,SF,45,1,1
51599,0,tcp,http,RSTO,0,1,1
51602,0,tcp,ftp_data,SF,567,1,1
51605,32,tcp,ftp,SF,1087,1,1
51607,6414,udp,other,SF,146,1,1
51609,0,tcp,http,SF,319,1,1
51610,0,tcp,http,SF,140,1,1
51612,0,udp,ntp_u,SF,48,1,1
51613,0,tcp,http,SF,216,1,1
51614,1,tcp,smtp,SF,1261,1,1
51615,2,tcp,ftp_data,SF,2194619,1,1
51616,0,udp,domain_u,SF,44,1,1
51617,0,tcp,http,SF,358,1,1
51619,0,tcp,http,SF,359,1,1
51622,0,tcp,http,SF,219,1,1
51623,0,tcp,http,SF,324,1,1
51624,0,udp,other,SF,516,1,1
51625,1,tcp,smtp,SF,1015,1,1
51627,0,tcp,http,REJ,0,1,1
51629,0,icmp,ecr_i,SF,30,1,1
51630,0,tcp,http,SF,199,1,1
51631,0,udp,domain_u,SF,43,1,1
51632,0,tcp,http,SF,257,1,1
51634,0,tcp,ftp_data,SF,0,1,1
51635,0,tcp,http,SF,255,1,1
51636,0,tcp,http,SF,273,1,1
51637,0,tcp,ftp_data,SF,6932,1,1
51638,0,tcp,http,SF,235,1,1
51642,0,udp,domain_u,SF,44,1,1
51644,0,tcp,auth,SF,13,1,1
51647,0,tcp,http,SF,236,1,1
51648,1,tcp,smtp,SF,2045,1,1
51650,0,tcp,http,SF,255,1,1
51652,0,tcp,http,SF,246,1,1
51653,0,tcp,smtp,SF,1833,1,1
51654,0,tcp,ftp_data,SF,192,1,1
51655,0,tcp,http,SF,194,1,1
51658,0,tcp,http,SF,201,1,1
51659,0,tcp,http,SF,223,1,1
51660,0,tcp,http,SF,202,1,1
51664,0,udp,domain_u,SF,44,1,1
51666,0,tcp,http,SF,322,1,1
51667,0,udp,domain_u,SF,71,1,1
51671,0,tcp,http,SF,238,1,1
51678,0,tcp,http,SF,222,1,1
51680,0,tcp,http,SF,335,1,1
51682,0,tcp,http,SF,243,1,1
51683,0,tcp,http,S3,252,1,1
51685,0,tcp,http,SF,330,1,1
51686,0,tcp,http,SF,282,1,1
51688,0,tcp,http,SF,205,1,1
51689,0,tcp,http,SF,322,1,1
51691,0,tcp,http,SF,229,1,1
51693,0,tcp,other,SF,3775,1,1
51694,0,tcp,http,SF,295,1,1
51695,0,tcp,http,SF,200,1,1
51697,0,udp,domain_u,SF,45,1,1
51700,0,udp,domain_u,SF,46,1,1
51701,0,tcp,http,SF,204,1,1
51704,0,tcp,http,REJ,0,1,1
51707,0,tcp,http,S1,182,1,1
51708,0,tcp,http,SF,335,1,1
51710,0,tcp,http,SF,211,1,1
51712,5,tcp,smtp,SF,4756,1,1
51714,0,tcp,http,SF,346,1,1
51715,0,udp,domain_u,SF,42,1,1
51716,0,tcp,http,SF,240,1,1
51721,0,udp,other,SF,516,1,1
51722,0,tcp,http,REJ,0,1,1
51723,0,tcp,finger,SF,10,1,1
51724,0,tcp,http,SF,237,1,1
51726,0,tcp,http,SF,290,1,1
51728,0,tcp,http,SF,240,1,1
51729,0,tcp,http,SF,230,1,1
51730,0,tcp,http,REJ,0,1,1
51735,0,tcp,ftp_data,SF,5558,1,1
51736,0,tcp,smtp,SF,1124,1,1
51739,0,udp,other,SF,145,1,1
51740,0,tcp,pop_3,SF,35,1,1
51741,0,udp,domain_u,SF,45,1,1
51744,0,tcp,http,SF,327,1,1
51745,7154,udp,other,SF,146,1,1
51748,0,tcp,http,SF,223,1,1
51749,0,udp,ntp_u,SF,48,1,1
51750,0,tcp,http,SF,237,1,1
51752,0,tcp,http,SF,237,1,1
51753,0,udp,domain_u,SF,44,1,1
51755,0,tcp,http,SF,243,1,1
51757,73,tcp,http,SF,344,1,1
51760,0,tcp,ftp_data,SF,276,1,1
51761,0,tcp,http,SF,299,1,1
51762,0,tcp,http,SF,307,1,1
51764,0,udp,domain_u,SF,43,1,1
51765,0,udp,domain_u,SF,46,1,1
51769,0,tcp,http,SF,301,1,1
51771,23,tcp,ftp,SF,318,1,1
51774,0,tcp,http,SF,291,1,1
51776,0,tcp,http,SF,310,1,1
51778,0,tcp,http,SF,224,1,1
51780,0,udp,domain_u,SF,42,1,1
51781,0,icmp,eco_i,SF,30,1,1
51782,0,tcp,http,SF,275,1,1
51783,0,udp,domain_u,SF,45,1,1
51784,1,tcp,smtp,SF,1322,1,1
51785,0,tcp,http,SF,297,1,1
51787,0,tcp,http,SF,174,1,1
51788,0,tcp,http,REJ,0,1,1
51790,0,tcp,http,SF,273,1,1
51791,2,tcp,finger,SF,7,1,1
51795,0,tcp,http,REJ,0,1,1
51796,0,tcp,http,SF,279,1,1
51800,0,tcp,http,SF,258,1,1
51802,0,tcp,http,REJ,0,1,1
51803,0,udp,other,SF,516,1,1
51804,0,tcp,http,SF,282,1,1
51805,0,tcp,http,SF,212,1,1
51806,4723,udp,other,SF,146,1,1
51807,0,tcp,http,SF,272,1,1
51808,0,tcp,http,SF,205,1,1
51809,0,tcp,http,SF,294,1,1
51810,0,tcp,http,REJ,0,1,1
51811,0,tcp,http,SF,340,1,1
51812,0,tcp,http,SF,235,1,1
51816,0,tcp,ftp_data,SF,57763,1,1
51819,0,tcp,ftp_data,SF,749,1,1
51823,27,tcp,ftp,SF,681,1,1
51824,0,tcp,http,SF,390,1,1
51826,0,tcp,http,SF,285,1,1
51828,0,tcp,http,SF,285,1,1
51830,0,tcp,http,SF,293,1,1
51831,0,tcp,finger,SF,9,1,1
51832,0,tcp,http,SF,222,1,1
51833,0,icmp,urp_i,SF,181,1,1
51834,0,tcp,http,SF,329,1,1
51835,0,tcp,http,SF,154,1,1
51838,0,tcp,http,SF,318,1,1
51839,0,udp,domain_u,SF,43,1,1
51844,0,tcp,ftp_data,SF,15722,1,1
51845,7,tcp,smtp,SF,1066,1,1
51846,0,tcp,ftp_data,SF,1342,1,1
51848,0,tcp,http,SF,290,1,1
51850,0,tcp,http,S2,230,1,1
51852,2730,udp,other,SF,147,1,1
51853,1,tcp,smtp,SF,1277,1,1
51855,31,tcp,ftp,SF,1461,1,1
51856,0,tcp,ftp_data,SF,26408,1,1
51857,0,udp,domain_u,SF,29,1,1
51858,1,tcp,smtp,SF,1406,1,1
51859,0,tcp,http,SF,324,1,1
51862,0,tcp,http,SF,187,1,1
51864,0,tcp,http,SF,209,1,1
51865,0,icmp,urp_i,SF,182,1,1
51866,0,tcp,http,SF,225,1,1
51870,0,tcp,http,SF,208,1,1
51872,0,tcp,http,SF,297,1,1
51874,0,tcp,http,SF,297,1,1
51875,0,udp,domain_u,SF,49,1,1
51877,40,tcp,ftp_data,S2,748,1,1
51878,1,tcp,smtp,SF,1931,1,1
51879,0,tcp,http,SF,217,1,1
51880,0,tcp,smtp,SF,1142,1,1
51883,0,udp,domain_u,SF,46,1,1
51888,0,tcp,http,SF,263,1,1
51889,0,tcp,http,SF,215,1,1
51890,0,tcp,http,SF,286,1,1
51891,0,tcp,http,SF,313,1,1
51893,0,tcp,http,REJ,0,1,1
51894,0,icmp,urp_i,SF,78,1,1
51895,0,tcp,smtp,SF,1325,1,1
51899,0,tcp,http,SF,284,1,1
51900,0,tcp,http,SF,311,1,1
51903,0,tcp,smtp,SF,955,1,1
51905,0,tcp,http,SF,336,1,1
51907,0,tcp,http,SF,280,1,1
51908,0,tcp,http,SF,285,1,1
51909,0,tcp,http,SF,289,1,1
51911,12990,udp,other,SF,145,1,1
51916,0,tcp,http,SF,238,1,1
51918,0,tcp,http,SF,214,1,1
51922,0,tcp,http,SF,311,1,1
51923,0,tcp,http,SF,365,1,1
51928,0,udp,domain_u,SF,45,1,1
51930,0,tcp,http,SF,324,1,1
51931,0,tcp,http,SF,321,1,1
51932,0,tcp,http,SF,314,1,1
51933,0,tcp,http,SF,245,1,1
51935,0,udp,domain_u,SF,36,1,1
51936,0,tcp,smtp,SF,650,1,1
51937,0,tcp,http,SF,294,1,1
51939,0,tcp,http,SF,253,1,1
51948,0,tcp,http,SF,243,1,1
51949,0,tcp,http,SF,192,1,1
51950,0,tcp,http,SF,279,1,1
51951,0,tcp,http,SF,292,1,1
51954,0,tcp,http,SF,251,1,1
51959,0,tcp,http,SF,207,1,1
51960,0,tcp,http,SF,324,1,1
51961,0,tcp,http,SF,251,1,1
51962,0,tcp,http,SF,231,1,1
51963,0,tcp,http,SF,256,1,1
51965,0,tcp,http,SF,233,1,1
51967,0,tcp,http,REJ,0,1,1
51969,0,tcp,http,REJ,0,1,1
51972,0,tcp,http,SF,343,1,1
51973,0,tcp,smtp,SF,1117,1,1
51975,0,tcp,http,SF,216,1,1
51976,0,tcp,smtp,SF,536,1,1
51977,0,tcp,http,REJ,0,1,1
51978,0,tcp,http,S1,341,1,1
51979,0,udp,domain_u,SF,46,1,1
51981,0,udp,domain_u,SF,41,1,1
51982,0,tcp,http,SF,327,1,1
51983,0,tcp,http,SF,347,1,1
51986,0,tcp,http,SF,272,1,1
51987,0,tcp,smtp,SF,977,1,1
51988,0,tcp,http,SF,267,1,1
51990,0,tcp,http,SF,244,1,1
51992,1,tcp,smtp,SF,3057,1,1
51995,2,tcp,smtp,SF,2299,1,1
52000,0,tcp,http,SF,229,1,1
52001,0,tcp,http,REJ,0,1,1
52002,0,tcp,http,SF,231,1,1
52003,0,tcp,http,SF,263,1,1
52007,14,udp,domain_u,SF,42,1,1
52008,0,tcp,http,SF,339,1,1
52012,0,tcp,http,SF,330,1,1
52015,0,tcp,http,SF,318,1,1
52019,0,tcp,smtp,SF,1087,1,1
52023,1842,udp,other,SF,146,1,1
52025,0,icmp,eco_i,SF,64,1,1
52026,0,udp,domain_u,SF,45,1,1
52031,0,tcp,http,SF,324,1,1
52033,0,tcp,smtp,SF,761,1,1
52035,28,tcp,ftp,SF,1540,1,1
52037,0,tcp,http,SF,232,1,1
52040,0,tcp,http,SF,302,1,1
52043,0,tcp,ftp_data,SF,71,1,1
52048,0,tcp,http,SF,350,1,1
52053,0,tcp,http,SF,221,1,1
52055,0,udp,domain_u,SF,42,1,1
52056,25,tcp,ftp,SF,332,1,1
52058,0,tcp,http,SF,244,1,1
52060,2085,udp,other,SF,147,1,1
52066,0,udp,domain_u,SF,43,1,1
52067,0,tcp,http,SF,258,1,1
52068,0,tcp,http,SF,202,1,1
52069,0,tcp,http,SF,311,1,1
52070,0,tcp,http,SF,247,1,1
52071,0,tcp,http,SF,172,1,1
52072,0,tcp,http,SF,321,1,1
52073,1,tcp,http,REJ,0,1,1
52075,0,tcp,http,REJ,0,1,1
52077,0,tcp,pop_3,SF,66,1,1
52080,0,tcp,finger,SF,9,1,1
52082,0,tcp,http,SF,230,1,1
52089,0,tcp,http,SF,327,1,1
52094,0,tcp,ftp_data,SF,5336,1,1
52096,0,tcp,ftp_data,SF,245,1,1
52098,0,tcp,http,SF,299,1,1
52100,0,tcp,ftp_data,SF,95,1,1
52102,0,tcp,smtp,SF,739,1,1
52104,0,tcp,http,SF,237,1,1
52105,0,udp,domain_u,SF,42,1,1
52109,0,tcp,ftp_data,SF,14,1,1
52113,0,tcp,http,SF,218,1,1
52115,0,tcp,http,SF,215,1,1
52117,0,tcp,http,SF,233,1,1
52118,0,tcp,http,SF,174,1,1
52119,310,tcp,telnet,SF,272,1,1
52120,0,udp,domain_u,SF,43,1,1
52121,0,tcp,http,SF,208,1,1
52123,0,tcp,http,SF,288,1,1
52127,0,tcp,http,SF,300,1,1
52130,0,tcp,http,SF,319,1,1
52133,0,udp,domain_u,SF,46,1,1
52136,0,tcp,smtp,SF,1463,1,1
52141,0,tcp,http,SF,215,1,1
52142,0,tcp,http,REJ,0,1,1
52147,0,tcp,http,SF,225,1,1
52148,0,tcp,http,SF,237,1,1
52149,0,tcp,http,SF,295,1,1
52152,0,tcp,http,SF,359,1,1
52153,0,tcp,http,REJ,0,1,1
52154,0,tcp,http,SF,280,1,1
52156,0,tcp,http,SF,331,1,1
52160,3,tcp,smtp,S3,1378,1,1
52161,0,tcp,http,SF,296,1,1
52162,0,udp,domain_u,SF,44,1,1
52164,0,tcp,http,SF,234,1,1
52165,0,tcp,ftp_data,SF,12324,1,1
52170,0,tcp,http,SF,227,1,1
52172,0,tcp,http,SF,249,1,1
52173,0,udp,domain_u,SF,46,1,1
52175,0,udp,domain_u,SF,44,1,1
52177,0,tcp,http,SF,231,1,1
52179,0,tcp,ftp_data,SF,37,1,1
52180,0,tcp,http,REJ,0,1,1
52183,30,tcp,ftp,SF,918,1,1
52185,0,tcp,http,SF,245,1,1
52188,2,tcp,time,SF,0,1,1
52189,0,tcp,http,SF,229,1,1
52194,4,tcp,smtp,SF,3245,1,1
52197,0,tcp,http,SF,228,1,1
52200,0,udp,other,SF,146,1,1
52201,0,tcp,smtp,SF,1284,1,1
52203,0,tcp,http,SF,213,1,1
52205,0,tcp,http,SF,223,1,1
52209,6419,udp,other,SF,147,1,1
52210,0,tcp,http,SF,224,1,1
52216,10,tcp,smtp,SF,2073,1,1
52217,0,tcp,http,SF,303,1,1
52218,0,tcp,http,SF,295,1,1
52219,0,tcp,http,SF,302,1,1
52220,0,tcp,http,SF,299,1,1
52223,0,tcp,http,REJ,0,1,1
52225,0,icmp,ecr_i,SF,30,1,1
52228,11602,tcp,telnet,SF,127,1,1
52229,0,tcp,http,SF,305,1,1
52230,0,tcp,http,SF,352,1,1
52232,0,tcp,http,SF,214,1,1
52233,0,tcp,http,SF,326,1,1
52234,424,tcp,telnet,SF,383,1,1
